City_Name,State,Year,Population,Job_Postings,College_Count,Skill_Center_Count,Green_Cover_Percentage,Internet_Penetration_Rate,Startup_Count,Road_Connectivity_Score,Public_Transport_Availability,Affordability_Index,Opportunity_Access_Score
Kakinada,Andhra Pradesh,2022,1238511,48167,21,5,11.49,94.76,382,73.41,46.98,85.73,58.86
Bilaspur,Chhattisgarh,2020,1072644,5255,41,1,46.37,71.79,539,29.95,65.88,28.88,42.1
Moradabad,Uttar Pradesh,2021,431057,15769,49,13,50.65,79.85,937,48.13,71.62,60.21,29.15
Dehradun,Uttarakhand,2023,1594449,30897,76,17,30.46,88.15,220,77.16,85.33,73.58,96.96
Imphal,Manipur,2023,236675,47551,86,40,58.55,66.45,850,94.38,81.53,19.93,28.24
Visakhapatnam,Andhra Pradesh,2025,178131,6809,94,32,21.74,75.67,380,97.51,75.23,48.64,62.4
Mysuru,Karnataka,2022,1724084,33962,10,43,43.37,54.93,112,28.45,11.69,28.69,30.52
Puducherry,Puducherry,2023,1461783,18548,91,15,27.11,65.89,164,80.61,68.63,65.38,72.63
Ujjain,Madhya Pradesh,2023,1341473,19892,82,18,48.74,87.5,942,31.42,19.37,95.73,58.19
Kozhikode,Kerala,2023,1438274,9456,71,32,44.87,90.29,991,82.77,18.89,5.41,50.52
Amravati,Maharashtra,2023,566791,13277,31,45,40.34,61.19,533,14.63,96.22,57.57,71.24
Amravati,Maharashtra,2023,1850279,7809,97,28,49.3,83.3,815,56.93,46.56,73.84,30.85
Silchar,Assam,2024,276467,15543,86,20,21.34,89.41,499,74.39,52.59,45.71,5.15
Thanjavur,Tamil Nadu,2025,696856,5497,28,13,40.74,66.96,138,67.66,90.75,24.13,49.51
Imphal,Manipur,2023,1523289,16845,13,25,26.44,84.45,812,79.95,61.98,0.1,33.65
Dehradun,Uttarakhand,2021,551773,11756,47,23,46.57,47.67,521,35.37,28.75,46.26,84.63
Dehradun,Uttarakhand,2021,1635318,41076,67,40,28.11,81.54,429,80.43,14.91,38.77,91.43
Gangtok,Sikkim,2020,196882,43747,82,4,44.96,89.33,261,14.95,84.68,40.16,85.2
Shillong,Meghalaya,2023,639103,47797,80,33,33.2,60.3,496,93.77,39.73,36.94,12.16
Hubli,Karnataka,2020,1208665,44388,13,37,16.16,51.8,161,7.74,70.77,30.97,42.42
Ranchi,Jharkhand,2024,451146,13159,66,33,14.75,48.98,631,17.98,80.76,47.53,26.16
Shillong,Meghalaya,2025,852576,15144,71,1,35.31,42.79,160,6.16,5.67,2.23,1.79
Meerut,Uttar Pradesh,2024,1283329,24415,55,31,59.46,78.21,538,56.03,43.89,41.53,24.54
Jabalpur,Madhya Pradesh,2022,476025,11834,24,26,47.48,75.52,153,17.98,60.38,49.07,87.32
Rohtak,Haryana,2022,1906722,24686,61,16,21.11,93.09,873,0.8,56.71,26.22,27.94
Cuttack,Odisha,2025,1688891,30390,26,39,21.73,62.7,883,14.6,27.04,47.58,88.51
Vijayawada,Andhra Pradesh,2021,1142106,46244,66,30,42.71,49.51,555,42.73,57.28,11.06,69.74
Udaipur,Rajasthan,2022,1668468,381,6,42,53.56,72.69,125,13.46,82.91,15.56,44.75
Port Blair,Andaman and Nicobar Islands,2023,1994078,36854,56,38,16.81,60.08,161,55.38,19.35,20.18,72.94
Ranchi,Jharkhand,2021,162691,17666,35,11,14.87,61.24,777,96.24,99.36,42.93,39.63
Durgapur,West Bengal,2020,1661407,47885,52,24,53.52,40.42,771,51.28,85.76,19.92,93.3
Udaipur,Rajasthan,2023,860623,13977,48,47,30.92,50.92,860,53.41,0.32,40.18,82.8
Shillong,Meghalaya,2025,564549,47393,74,48,28.54,62.06,186,41.95,9.83,92.13,69.89
Puducherry,Puducherry,2024,1617675,23645,3,33,41.6,44.19,247,35.61,49.31,65.24,27.68
Saharanpur,Uttar Pradesh,2022,502913,25785,15,40,46.31,76.52,498,24.71,94.87,21.32,49.15
Meerut,Uttar Pradesh,2020,1300104,38167,88,26,30.82,87.6,678,25.66,31.75,59.82,23.61
Puducherry,Puducherry,2021,1906178,38232,2,8,59.29,49.39,286,90.55,6.69,8.32,11.17
Visakhapatnam,Andhra Pradesh,2024,885543,16317,88,40,27.12,49.22,784,61.42,1.48,33.38,42.15
Solapur,Maharashtra,2020,143079,30832,6,27,29.89,88.99,113,71.58,26.22,63.26,50.83
Ranchi,Jharkhand,2022,228830,17527,48,36,55.82,50.72,706,71.66,99.3,12.24,24.83
Vijayawada,Andhra Pradesh,2023,843147,39624,56,46,12.38,65.61,187,35.75,21.69,25.88,10.86
Visakhapatnam,Andhra Pradesh,2020,1050631,4718,22,46,58.9,70.31,893,58.1,67.52,96.03,75.63
Dehradun,Uttarakhand,2024,393642,31373,25,14,22.1,57.81,194,8.99,50.17,35.32,18.57
Kohima,Nagaland,2025,809203,43205,5,17,31.39,76.77,260,34.64,74.03,33.49,27.97
Itanagar,Arunachal Pradesh,2025,1248595,32601,91,1,17.8,42.04,494,33.81,43.27,52.21,56.46
Gangtok,Sikkim,2022,1286580,12309,64,42,16.23,86.7,516,62.92,8.98,77.2,7.73
Gwalior,Madhya Pradesh,2023,1888797,22515,88,48,56.59,91.44,482,56.57,67.53,9.44,37.54
Salem,Tamil Nadu,2023,709179,16693,75,1,10.14,41.99,117,21.06,10.3,59.0,43.26
Bhavnagar,Gujarat,2023,1905096,29767,95,21,26.08,69.58,427,18.51,87.32,76.18,83.89
Imphal,Manipur,2021,1416021,41458,91,32,27.33,88.72,296,42.27,26.41,43.01,35.24
Ujjain,Madhya Pradesh,2024,839456,42909,96,7,38.5,46.56,958,75.94,9.19,83.19,28.27
Moradabad,Uttar Pradesh,2020,890901,444,60,13,53.49,47.73,446,38.18,18.2,55.66,36.56
Tirupati,Andhra Pradesh,2021,842984,20960,87,22,25.9,84.15,88,19.74,29.8,63.97,95.47
Hubli,Karnataka,2020,966725,48709,97,31,22.09,44.19,483,84.85,64.31,30.35,19.73
Jamnagar,Gujarat,2020,1755228,6819,17,5,44.41,65.88,323,72.51,57.09,7.74,14.07
Nanded,Maharashtra,2022,1277628,8945,79,39,56.28,46.61,869,11.37,97.47,74.91,26.05
Bhavnagar,Gujarat,2022,680455,3468,80,43,15.08,85.1,213,96.63,22.72,96.14,39.69
Visakhapatnam,Andhra Pradesh,2024,878149,40517,38,17,52.43,52.26,188,40.31,22.09,45.75,85.73
Kozhikode,Kerala,2024,1068622,45531,53,7,51.07,56.52,359,14.43,66.68,19.93,53.1
Saharanpur,Uttar Pradesh,2022,279103,44219,97,8,41.21,80.98,118,73.64,48.33,43.96,70.05
Rohtak,Haryana,2025,1881795,36778,32,25,11.7,92.98,861,69.13,23.48,69.99,70.0
Bhavnagar,Gujarat,2022,1429775,38685,87,19,12.12,55.34,736,76.18,4.74,33.62,88.69
Solapur,Maharashtra,2024,849090,19818,34,17,24.35,62.24,933,41.59,84.74,79.51,81.35
Muzaffarpur,Bihar,2021,1058659,28494,88,44,28.09,76.03,213,69.64,99.6,61.27,41.97
Salem,Tamil Nadu,2024,766497,25851,15,2,19.72,65.32,52,43.12,16.7,96.6,31.69
Rajahmundry,Andhra Pradesh,2024,1083975,5024,37,8,44.9,82.51,894,98.69,0.21,16.29,18.39
Solapur,Maharashtra,2023,1739380,28275,45,29,52.69,66.17,825,85.48,78.53,20.49,56.0
Panipat,Haryana,2024,652360,23724,86,46,47.84,67.33,325,36.11,43.04,84.75,3.17
Warangal,Telangana,2020,1903481,29570,92,40,16.74,59.52,85,89.28,33.68,6.4,48.99
Jamnagar,Gujarat,2020,1729950,41696,67,9,48.95,67.21,881,91.34,28.66,29.89,8.64
Kakinada,Andhra Pradesh,2021,521086,49508,57,9,24.82,56.29,843,31.62,71.66,41.7,81.58
Saharanpur,Uttar Pradesh,2020,577509,11249,47,28,17.88,89.68,738,52.76,78.38,71.96,26.23
Jamnagar,Gujarat,2020,898854,14274,98,12,10.33,68.39,961,5.52,88.45,20.89,8.25
Guntur,Andhra Pradesh,2024,1906785,27441,23,35,52.11,91.15,511,0.95,83.13,56.83,36.35
Aligarh,Uttar Pradesh,2023,653359,18969,46,15,45.12,45.36,799,13.46,2.76,14.93,35.26
Kakinada,Andhra Pradesh,2025,477061,5239,83,3,50.65,83.78,818,8.32,85.1,30.54,78.77
Tumkur,Karnataka,2020,1748149,5333,41,37,18.83,91.21,247,25.61,74.97,37.52,76.81
Madurai,Tamil Nadu,2024,949925,10131,20,49,57.95,42.19,135,81.18,37.65,18.64,85.95
Tiruchirappalli,Tamil Nadu,2020,1567491,33169,52,44,24.59,47.36,34,52.18,53.59,96.34,62.98
Madurai,Tamil Nadu,2020,689748,37899,2,14,18.69,73.33,339,87.85,65.03,4.73,29.53
Aligarh,Uttar Pradesh,2020,196954,11605,80,31,24.14,45.6,314,78.0,33.61,16.41,14.04
Solapur,Maharashtra,2021,1352110,27386,19,32,54.14,60.06,224,62.43,85.65,98.53,90.14
Visakhapatnam,Andhra Pradesh,2020,323652,11581,52,20,51.69,72.08,837,43.24,11.53,26.81,41.28
Solapur,Maharashtra,2021,1149865,32128,4,26,41.05,44.22,195,60.95,36.02,93.82,33.52
Aligarh,Uttar Pradesh,2021,1745208,43145,17,5,24.34,91.22,32,47.38,87.28,74.88,1.41
Guntur,Andhra Pradesh,2025,1675429,13111,89,48,57.92,90.02,521,1.27,65.0,3.1,56.29
Shillong,Meghalaya,2022,1169985,8070,25,5,40.72,46.96,760,23.12,22.26,7.07,55.43
Bilaspur,Chhattisgarh,2020,687629,12101,33,31,51.27,50.48,128,34.53,11.06,53.85,28.38
Port Blair,Andaman and Nicobar Islands,2025,438699,49587,71,5,57.57,64.83,218,54.15,80.67,82.92,96.67
Jabalpur,Madhya Pradesh,2021,1889373,19046,12,18,44.2,47.69,674,54.19,0.0,45.52,21.94
Cuttack,Odisha,2025,1014742,11102,48,16,39.02,50.53,154,67.36,42.77,19.07,30.59
Madurai,Tamil Nadu,2020,1522815,846,55,24,16.38,84.24,57,55.0,66.05,89.95,96.59
Guntur,Andhra Pradesh,2020,1146794,18440,8,24,13.51,91.03,46,89.06,35.0,84.72,78.86
Solapur,Maharashtra,2022,119699,12417,27,39,32.28,60.1,181,9.25,78.43,38.55,52.33
Rajahmundry,Andhra Pradesh,2021,1798104,35275,58,37,14.17,65.49,599,74.75,46.63,5.74,1.65
Tiruchirappalli,Tamil Nadu,2020,1537228,6534,30,5,30.93,47.77,238,87.77,47.15,41.23,79.54
Kohima,Nagaland,2024,283578,12137,14,34,49.86,59.16,963,32.09,99.21,73.51,42.55
Guntur,Andhra Pradesh,2025,439456,46245,81,42,37.68,85.66,266,23.94,76.18,91.42,38.78
Gwalior,Madhya Pradesh,2023,1791630,26978,7,19,18.59,54.28,551,32.58,7.57,65.16,57.9
Udaipur,Rajasthan,2020,1595190,29149,7,35,59.7,60.53,611,38.04,61.91,23.58,76.2
Madurai,Tamil Nadu,2021,758693,41158,3,37,41.6,94.79,215,78.64,81.48,1.01,25.23
Port Blair,Andaman and Nicobar Islands,2020,614718,5479,14,33,15.42,83.84,210,10.06,77.72,58.58,50.52
Nanded,Maharashtra,2023,1335299,45879,3,38,23.95,49.71,754,27.44,83.65,41.87,88.53
Gangtok,Sikkim,2021,691585,14116,57,23,23.5,46.27,729,47.59,26.59,51.46,14.77
Bhavnagar,Gujarat,2021,671725,38700,65,14,47.59,59.21,435,41.57,96.05,57.87,43.08
Mysuru,Karnataka,2021,1459375,41974,80,11,16.97,65.71,811,47.19,73.27,46.67,20.23
Puducherry,Puducherry,2025,1448894,35556,75,16,16.08,87.42,799,30.81,30.49,90.0,37.05
Guntur,Andhra Pradesh,2020,1950308,32243,17,26,38.52,71.52,418,46.05,31.04,14.77,75.69
Silchar,Assam,2025,218326,37035,10,31,43.11,91.08,697,7.68,82.2,26.94,89.37
Nellore,Andhra Pradesh,2021,900625,9282,91,6,58.81,52.96,62,75.64,34.84,17.43,44.18
Aligarh,Uttar Pradesh,2020,1801240,26117,62,14,10.22,69.24,866,94.59,35.51,9.99,21.82
Moradabad,Uttar Pradesh,2022,1269155,6466,81,17,34.72,44.36,964,57.36,41.96,99.14,71.96
Agartala,Tripura,2025,1923173,10559,96,5,17.68,88.84,337,12.81,57.24,97.76,52.08
Warangal,Telangana,2025,899032,42000,37,39,22.62,69.44,859,77.29,83.53,40.8,94.98
Tumkur,Karnataka,2021,763424,485,34,16,33.82,91.55,710,58.22,81.38,69.13,42.65
Silchar,Assam,2020,1065955,23478,19,26,33.48,48.18,216,46.75,89.39,13.18,31.66
Rohtak,Haryana,2022,1919168,14628,40,49,58.52,84.39,854,17.76,51.06,60.1,65.08
Salem,Tamil Nadu,2025,1891633,3272,5,18,34.28,46.17,819,10.19,97.72,87.73,61.03
Silchar,Assam,2025,211727,25492,1,38,38.95,89.32,322,61.4,18.38,62.74,78.86
Shillong,Meghalaya,2025,356591,37535,57,27,57.49,54.56,85,90.77,3.82,67.96,19.18
Vijayawada,Andhra Pradesh,2020,1168094,45996,70,16,58.0,87.98,100,97.97,22.86,62.11,66.78
Solapur,Maharashtra,2021,704677,22770,51,37,12.37,44.87,726,24.67,56.6,1.07,97.65
Bhavnagar,Gujarat,2023,425288,28184,40,37,42.41,83.99,822,14.88,23.17,96.33,16.76
Kakinada,Andhra Pradesh,2024,729152,17320,82,31,29.32,86.01,838,62.0,60.51,22.55,74.26
Meerut,Uttar Pradesh,2021,317447,38713,9,1,21.87,64.66,347,72.18,60.93,54.07,50.7
Muzaffarpur,Bihar,2024,1402191,43158,26,30,25.18,79.0,244,94.05,68.81,42.92,52.64
Kolhapur,Maharashtra,2025,1891230,490,83,37,13.39,66.22,681,25.17,39.58,4.87,12.71
Madurai,Tamil Nadu,2024,613178,342,47,40,40.44,65.97,304,67.74,12.18,60.67,61.82
Tumkur,Karnataka,2021,566650,42978,12,14,17.02,40.02,873,24.31,50.67,74.02,91.16
Jabalpur,Madhya Pradesh,2021,345667,49778,62,23,23.39,64.52,38,15.45,7.21,61.89,73.7
Ujjain,Madhya Pradesh,2021,1488230,37171,48,18,56.83,69.48,358,65.42,35.25,99.17,55.2
Bhavnagar,Gujarat,2021,1781603,37432,30,11,21.9,71.39,675,38.23,82.44,60.28,78.51
Jabalpur,Madhya Pradesh,2020,1194819,2098,19,28,47.9,78.38,420,48.68,95.15,5.58,29.65
Port Blair,Andaman and Nicobar Islands,2024,1931592,37455,29,39,40.78,91.06,121,97.73,11.78,35.44,73.36
Kozhikode,Kerala,2023,1951959,30233,95,10,52.21,43.55,539,30.99,68.17,2.89,54.89
Panipat,Haryana,2023,801593,21487,42,18,14.61,56.92,7,5.37,25.58,81.75,84.45
Ranchi,Jharkhand,2021,142674,43905,47,37,46.11,65.06,190,77.68,65.84,94.32,7.46
Agartala,Tripura,2021,1724887,2596,59,16,26.21,84.11,618,93.86,13.75,78.0,91.4
Agartala,Tripura,2022,920969,41633,30,1,38.32,66.32,90,76.65,26.18,34.5,31.87
Rajahmundry,Andhra Pradesh,2025,1295925,20484,64,24,35.38,81.71,580,1.13,40.82,87.69,89.27
Silchar,Assam,2025,1946449,46253,26,9,14.36,53.85,589,58.72,66.61,22.19,3.34
Bilaspur,Chhattisgarh,2022,1824526,34429,69,8,34.9,79.11,931,34.46,93.13,86.16,64.88
Bilaspur,Chhattisgarh,2022,1349481,48811,20,31,38.55,79.87,398,97.66,3.03,64.68,47.45
Puducherry,Puducherry,2024,1197139,46704,58,8,24.65,54.65,844,86.63,72.32,54.05,79.34
Kozhikode,Kerala,2021,304661,6385,84,24,30.77,56.93,44,23.26,87.66,70.46,98.99
Guntur,Andhra Pradesh,2023,1050543,29248,23,3,42.07,73.23,810,97.12,34.74,80.83,13.05
Muzaffarpur,Bihar,2025,185679,9433,78,22,28.77,62.23,526,49.28,72.54,82.31,83.16
Rohtak,Haryana,2023,1914585,17976,77,42,45.55,58.48,478,22.55,61.04,32.38,53.29
Rajahmundry,Andhra Pradesh,2022,124755,46792,64,47,46.63,79.37,362,73.05,70.97,2.34,48.77
Gangtok,Sikkim,2021,1240982,18682,99,23,33.47,77.54,767,18.55,72.46,70.29,38.9
Jamnagar,Gujarat,2024,1929970,43498,36,18,19.88,86.04,463,79.15,36.16,21.5,92.19
Ranchi,Jharkhand,2021,459228,14536,76,31,10.51,58.83,177,21.98,29.58,48.66,97.21
Hubli,Karnataka,2022,432926,9726,33,38,32.96,59.76,933,53.08,18.4,18.58,50.14
Muzaffarpur,Bihar,2021,570079,48773,25,8,31.95,81.26,166,51.54,28.93,92.46,64.61
Gangtok,Sikkim,2024,773319,6943,56,40,51.05,49.76,774,80.62,84.9,89.6,42.38
Bilaspur,Chhattisgarh,2021,1584406,44293,10,25,53.15,94.84,421,56.84,75.63,52.34,74.26
Solapur,Maharashtra,2023,1846262,35924,11,12,47.25,72.27,153,54.03,56.0,24.12,42.4
Nanded,Maharashtra,2024,938831,36093,35,27,43.03,73.27,999,92.34,43.98,49.16,67.51
Kolhapur,Maharashtra,2020,1557180,33025,45,35,25.66,84.07,666,84.23,84.31,3.31,71.56
Guntur,Andhra Pradesh,2022,457601,11279,18,34,32.9,50.4,604,64.42,17.73,61.74,80.91
Meerut,Uttar Pradesh,2021,1873695,36267,84,48,19.41,54.95,746,1.27,33.08,18.53,70.44
Madurai,Tamil Nadu,2020,1634104,42466,48,28,29.74,54.79,64,18.5,32.19,76.59,18.87
Puducherry,Puducherry,2023,1891438,41117,1,33,35.74,61.23,287,63.93,85.69,4.4,37.83
Bilaspur,Chhattisgarh,2021,235065,15924,87,33,11.24,67.93,45,56.95,66.53,35.07,87.79
Hubli,Karnataka,2025,935528,17003,33,42,34.22,55.1,459,35.82,11.33,85.93,48.31
Itanagar,Arunachal Pradesh,2025,1792674,48494,75,1,24.02,45.59,179,90.8,40.1,66.31,53.55
Meerut,Uttar Pradesh,2023,1864354,27291,39,19,26.97,89.5,238,6.59,28.45,53.78,74.84
Kozhikode,Kerala,2024,315479,17011,5,43,28.49,75.89,673,31.64,33.65,45.26,34.2
Puducherry,Puducherry,2025,408431,8999,95,36,58.59,88.02,39,99.21,77.95,85.13,79.95
Port Blair,Andaman and Nicobar Islands,2021,866173,37658,63,40,42.53,90.7,974,19.19,26.18,38.72,0.78
Hubli,Karnataka,2021,693525,46802,19,20,53.41,68.48,927,2.64,97.85,6.85,72.83
Agartala,Tripura,2024,1650627,23876,25,4,27.93,64.63,140,70.59,32.37,31.86,11.58
Hubli,Karnataka,2021,1992067,7792,74,28,25.71,46.95,972,63.77,14.28,91.5,2.97
Meerut,Uttar Pradesh,2021,1528558,29536,53,32,32.42,84.25,597,62.19,11.78,17.7,58.54
Gangtok,Sikkim,2025,1885666,28292,67,38,19.26,49.64,505,29.8,33.17,39.58,4.61
Puducherry,Puducherry,2020,369187,26587,8,42,50.61,83.33,897,65.26,95.11,33.15,88.83
Ranchi,Jharkhand,2023,254852,24359,56,44,27.76,42.2,387,87.79,4.72,62.14,9.99
Kohima,Nagaland,2024,206048,26700,94,4,10.71,58.5,755,84.73,67.02,18.96,51.96
Port Blair,Andaman and Nicobar Islands,2022,830723,43566,37,45,18.47,63.82,610,69.21,83.71,16.88,48.29
Aizawl,Mizoram,2024,1136403,17011,82,2,11.3,76.58,87,74.41,95.02,19.73,10.01
Udaipur,Rajasthan,2021,114024,1747,25,5,17.71,49.03,364,97.84,91.3,65.98,49.67
Nellore,Andhra Pradesh,2023,175120,32551,99,8,14.31,76.09,969,37.63,42.58,62.51,90.23
Rohtak,Haryana,2021,1075279,38729,36,27,20.29,51.88,396,60.11,18.29,15.35,10.01
Saharanpur,Uttar Pradesh,2020,655265,40941,72,4,42.95,42.54,415,16.13,38.97,91.26,41.27
Muzaffarpur,Bihar,2022,667101,28888,99,27,20.1,60.82,152,43.47,38.26,22.99,47.58
Muzaffarpur,Bihar,2022,250609,28442,49,45,46.82,57.14,504,32.58,17.39,53.04,22.44
Cuttack,Odisha,2021,1397968,18211,85,31,36.88,40.29,976,9.44,92.88,19.51,35.71
Jamnagar,Gujarat,2025,1443728,25097,2,20,51.71,50.54,361,79.31,13.49,27.44,8.41
Cuttack,Odisha,2020,318914,49712,37,19,25.68,90.89,495,76.24,29.95,50.18,73.38
Kakinada,Andhra Pradesh,2023,716333,8486,2,28,20.76,94.33,269,49.45,14.4,56.17,66.14
Tirupati,Andhra Pradesh,2025,155483,35466,53,39,28.84,45.11,64,15.46,32.55,55.34,24.19
Amravati,Maharashtra,2023,1553427,12722,14,16,29.73,40.04,789,13.98,5.52,35.11,4.03
Agartala,Tripura,2025,1001343,48057,47,22,17.83,68.59,504,64.42,88.66,80.45,25.37
Guntur,Andhra Pradesh,2021,257180,48814,90,22,47.48,82.61,119,48.89,51.13,61.71,4.02
Agartala,Tripura,2022,1943904,31369,26,25,31.79,49.26,541,35.51,50.07,58.11,39.54
Aligarh,Uttar Pradesh,2020,1009506,39893,78,46,31.23,49.32,495,67.93,68.11,90.42,28.37
Jabalpur,Madhya Pradesh,2020,1452357,231,34,10,11.63,87.19,144,86.88,28.48,24.21,34.01
Aizawl,Mizoram,2025,480195,46067,39,40,56.92,55.46,181,76.26,50.53,36.65,19.78
Meerut,Uttar Pradesh,2021,1656485,49935,3,40,46.41,82.47,679,23.89,75.33,42.16,57.38
Hubli,Karnataka,2020,1285417,18745,96,43,40.94,74.19,391,18.18,95.51,28.88,80.62
Meerut,Uttar Pradesh,2024,1275649,47412,17,28,45.01,43.27,37,60.53,59.85,57.02,48.34
Tumkur,Karnataka,2024,268967,21396,96,28,45.3,82.56,124,73.42,29.94,57.62,0.04
Kohima,Nagaland,2021,1758731,17857,17,35,49.67,55.15,289,47.26,3.76,67.47,20.18
Madurai,Tamil Nadu,2021,1921780,31801,24,21,45.74,55.87,922,55.49,96.02,9.68,11.62
Thanjavur,Tamil Nadu,2022,1984338,246,29,28,37.08,73.35,899,27.02,55.95,86.8,28.58
Agartala,Tripura,2022,1775027,19837,29,17,49.96,46.69,85,18.11,90.72,87.99,40.76
Tumkur,Karnataka,2023,144029,20103,23,15,19.16,60.82,440,33.34,61.42,8.54,74.53
Nellore,Andhra Pradesh,2023,194553,24372,49,11,12.74,84.88,8,39.48,1.73,60.23,94.95
Bhavnagar,Gujarat,2024,910176,3017,47,24,52.18,72.29,546,86.49,20.06,95.4,96.28
Meerut,Uttar Pradesh,2020,1266632,17474,38,41,39.26,74.36,764,61.56,96.84,8.44,63.95
Madurai,Tamil Nadu,2022,1002859,21835,63,30,11.74,59.64,659,95.84,65.46,15.17,53.45
Solapur,Maharashtra,2021,1064477,47424,40,41,49.25,94.09,155,60.19,26.73,90.25,83.31
Guntur,Andhra Pradesh,2022,590961,26709,10,19,17.17,87.86,210,63.31,65.11,52.31,82.11
Mysuru,Karnataka,2025,988512,1998,19,27,21.63,86.48,599,49.69,24.78,77.7,16.1
Amravati,Maharashtra,2023,298308,32149,46,7,15.27,62.82,370,23.7,44.47,15.49,33.6
Aizawl,Mizoram,2020,279110,47585,61,22,50.84,48.92,437,67.31,16.33,6.55,97.58
Jabalpur,Madhya Pradesh,2021,1730939,17553,95,20,11.93,71.12,711,1.22,55.58,29.14,33.13
Guntur,Andhra Pradesh,2021,1161378,12353,71,13,32.15,47.99,92,28.06,22.24,97.57,50.08
Gwalior,Madhya Pradesh,2022,1303050,16602,17,20,16.87,42.82,90,24.16,28.39,51.84,75.75
Nellore,Andhra Pradesh,2024,622534,408,99,7,37.22,64.08,655,8.84,60.09,4.73,64.09
Vellore,Tamil Nadu,2024,1168758,36782,29,4,54.21,45.4,477,85.74,85.28,15.1,58.56
Aligarh,Uttar Pradesh,2023,586039,6110,27,46,18.57,93.83,980,41.9,67.29,80.64,31.56
Bhavnagar,Gujarat,2025,1354992,17409,90,17,48.07,91.91,640,14.11,49.01,29.47,80.26
Solapur,Maharashtra,2020,198321,32057,11,8,27.86,62.31,71,49.66,82.8,66.57,77.59
Gangtok,Sikkim,2024,599345,15321,38,6,12.44,52.03,454,8.28,6.05,8.58,93.63
Tirupati,Andhra Pradesh,2022,823098,778,82,7,52.06,73.29,855,42.81,95.09,20.14,66.43
Vellore,Tamil Nadu,2024,1856526,39558,23,17,47.32,52.78,713,98.65,6.96,34.88,55.52
Udaipur,Rajasthan,2022,1538666,14979,70,32,58.72,72.91,284,82.35,75.91,93.14,47.8
Udaipur,Rajasthan,2021,1535870,16369,25,9,23.8,46.17,804,47.33,60.44,5.03,96.4
Jabalpur,Madhya Pradesh,2025,799142,20694,55,41,26.9,65.92,959,79.06,26.82,78.7,70.87
Gangtok,Sikkim,2020,244083,20896,56,45,56.38,40.6,593,2.31,11.17,2.04,18.24
Jabalpur,Madhya Pradesh,2023,1316508,39807,37,16,38.32,49.99,787,26.29,83.09,16.33,49.9
Jalandhar,Punjab,2022,431386,22460,79,23,22.93,62.43,803,46.68,93.3,29.53,37.39
Port Blair,Andaman and Nicobar Islands,2022,1188615,26122,62,24,53.64,75.2,843,71.75,20.01,81.63,85.64
Amravati,Maharashtra,2025,1951001,1681,98,7,36.75,41.96,10,67.42,22.0,11.29,90.44
Amravati,Maharashtra,2020,1090378,24781,65,16,44.33,73.52,741,56.02,61.64,53.35,77.71
Agartala,Tripura,2025,921993,6634,11,11,32.68,92.22,644,50.86,21.13,98.31,95.85
Gangtok,Sikkim,2021,653021,37043,9,16,26.98,58.25,768,47.86,6.95,65.48,45.02
Ranchi,Jharkhand,2024,410806,30072,37,1,55.71,72.94,364,17.17,76.57,52.59,18.49
Vellore,Tamil Nadu,2021,607578,4037,40,40,21.01,43.93,542,7.16,43.15,13.38,32.45
Solapur,Maharashtra,2022,1648119,49015,10,47,55.18,82.62,77,23.32,71.33,5.65,25.34
Salem,Tamil Nadu,2021,414527,35721,83,39,29.71,55.74,278,2.39,52.68,95.51,16.2
Gangtok,Sikkim,2024,382812,27192,7,15,33.32,85.01,289,54.11,80.3,15.73,78.04
Aizawl,Mizoram,2021,158572,40565,63,47,30.34,57.77,582,53.84,92.06,82.18,24.2
Mysuru,Karnataka,2023,1961591,30460,57,22,25.29,81.03,439,59.33,16.17,77.08,35.86
Durgapur,West Bengal,2020,722028,3542,14,15,17.65,66.36,571,49.2,28.88,44.03,24.96
Itanagar,Arunachal Pradesh,2025,182370,18063,87,27,20.66,59.85,835,19.9,89.86,63.71,33.42
Vellore,Tamil Nadu,2025,1335203,36654,18,18,30.93,75.57,317,59.09,35.66,41.43,81.3
Madurai,Tamil Nadu,2022,853629,5349,45,47,50.78,89.57,784,87.53,93.47,59.9,58.43
Durgapur,West Bengal,2024,634219,45835,41,29,37.93,52.5,371,80.12,34.83,38.19,27.45
Vellore,Tamil Nadu,2023,1533384,11104,37,22,38.01,81.39,411,92.41,45.18,48.57,54.01
Visakhapatnam,Andhra Pradesh,2020,1431870,9171,56,42,38.89,88.83,179,89.45,0.28,58.35,62.17
Tumkur,Karnataka,2022,1940187,35227,62,29,42.18,44.68,246,83.32,39.45,87.05,21.23
Itanagar,Arunachal Pradesh,2023,1932357,9757,29,3,47.26,73.95,503,64.22,74.88,47.51,72.35
Bilaspur,Chhattisgarh,2023,1500002,33755,86,23,17.92,49.08,15,27.08,97.06,40.62,69.69
Thanjavur,Tamil Nadu,2024,1145128,47038,31,23,33.37,89.45,616,79.0,34.38,12.56,93.64
Aizawl,Mizoram,2024,1589005,46635,71,27,11.82,89.55,901,2.21,10.06,21.29,53.63
Warangal,Telangana,2024,1724569,12233,37,25,13.44,74.56,326,13.79,61.75,36.67,62.14
Bhavnagar,Gujarat,2020,788341,18960,44,13,29.7,55.79,923,35.98,26.11,61.68,10.75
Thanjavur,Tamil Nadu,2024,426977,30848,77,24,30.5,57.46,633,74.68,8.28,44.65,15.06
